question_id,section_type,question_type,difficulty,passage,stimulus,choice_a,choice_b,choice_c,choice_d,choice_e,correct_answer,explanation,wrong_answer_a,wrong_answer_b,wrong_answer_c,wrong_answer_d,wrong_answer_e,source,tags
LR_B3_045,Logical Reasoning,Parallel Flaw,3,N/A,"If a novel is a bestseller, it is well-written. Since 'The Island' is well-written, it must be a bestseller.","If it is sunny, we go to the beach. We went to the beach, so it must be sunny.","If you are a lawyer, you passed the bar. You are a lawyer, so you passed the bar.","If a shape is a circle, it has no corners. It has no corners, so it is a circle.","If the TV is unplugged, it won't turn on. The TV won't turn on, so it is unplugged.","If you eat poison, you will die. You ate poison, so you will die.",A,The stimulus commits the fallacy of affirming the consequent (A -> B; B; therefore A).,Correct. Matches the flawed A -> B; B; therefore A structure.,Incorrect. Valid Modus Ponens.,"Incorrect. Flawed A -> B; B; therefore A. (Similar to A, but A is better).",Incorrect. Flawed A -> B; B; therefore A.,Incorrect. Valid Modus Ponens.,custom_gemini_generated,"parallel_flaw, conditional"
LR_B3_046,Logical Reasoning,Flaw,3,N/A,"The new diet restricts all fruit because fruit contains sugar. Therefore, the diet assumes that all sugar, regardless of its source, is equally harmful to the body.",Assumes fruit is expensive.,"Fails to distinguish between naturally occurring complex sugars in fruit and refined, added sugars, treating them as biologically identical.",Attacks people who eat fruit.,Confuses diet with exercise.,Assumes sugar is necessary for energy.,B,"The argument commits a flaw of equivocation or categorization, treating all 'sugar' as a monolithic bad thing.",Incorrect. Cost is out of scope.,Correct. Identifies the biological categorization flaw.,Incorrect. No attack is present.,Incorrect. Exercise is not mentioned.,"Incorrect. The argument assumes sugar is bad, not necessary.",custom_gemini_generated,"flaw, equivocation"
LR_B3_047,Logical Reasoning,Strengthen,3,N/A,"The ancient Greeks likely used complex geared devices to calculate astronomical positions, given the discovery of the highly intricate Antikythera mechanism in a shipwreck.",The Greeks wrote many plays.,Radiocarbon dating of the wooden fragments attached to the mechanism places its construction exactly within the Hellenistic period of ancient Greece.,Astronomy was important to ancient navigation.,The Romans also had advanced technology.,Gears are made of bronze.,B,Provides scientific dating that confirms the artifact belongs to the time and civilization claimed in the conclusion.,Incorrect. Irrelevant cultural fact.,Correct. Adds independent scientific corroboration of the timeline.,"Incorrect. Explains why they might want it, but doesn't prove they *built* it.",Incorrect. Irrelevant to Greek capabilities.,"Incorrect. Material is a fact, doesn't prove the Greeks made it.",custom_gemini_generated,"strengthen, evidence"
LR_B3_048,Logical Reasoning,Weaken,3,N/A,"To reduce plastic waste, the supermarket will charge a 10-cent fee for plastic bags. This will force shoppers to bring reusable bags.",Reusable bags are usually made of canvas.,"Shoppers frequently use the 10-cent plastic bags as garbage liners at home; without them, they will simply buy thicker, heavier rolls of plastic garbage bags, resulting in more total plastic waste.",10 cents is not a lot of money for wealthy shoppers.,The supermarket makes a profit on the 10-cent fee.,Paper bags tear easily.,B,Introduces a behavioral consequence that completely undermines the ultimate goal (reducing total plastic waste).,Incorrect. Material is irrelevant.,Correct. Shows how the plan backfires systemically.,"Incorrect. Wealthy shoppers might ignore it, but B shows actual *increased* waste.",Incorrect. Profit doesn't mean waste isn't reduced.,Incorrect. Paper bags are out of scope.,custom_gemini_generated,"weaken, systemic_flaw"
LR_B3_049,Logical Reasoning,Assumption,3,N/A,"The city's plan to fill potholes using a new fast-drying asphalt will solve the traffic crisis, as roads will be opened hours earlier than before.","The traffic crisis is primarily caused by the prolonged road closures associated with traditional pothole repair, rather than sheer volume of cars.",Fast-drying asphalt is black.,The city has enough money to buy the new asphalt.,Potholes cause damage to tires.,Road workers prefer the new asphalt.,A,"If the traffic is caused by too many cars (volume), fixing potholes faster won't solve the core 'crisis'.",Correct. Identifies the assumption linking the specific solution to the broad problem.,Incorrect. Color is irrelevant.,"Incorrect. Budget makes it possible, but doesn't guarantee it *solves the crisis*.","Incorrect. Damage justifies fixing them, but doesn't link to the *traffic* crisis.",Incorrect. Preference is irrelevant.,custom_gemini_generated,"assumption, root_cause"
LR_B3_050,Logical Reasoning,Flaw,3,N/A,"Because studying vocabulary for 10 minutes a day improved my French, studying for 10 hours a day will make me fluent in a week.",Assumes French is easy to learn.,"Assumes a linear, infinite progression of benefits from an activity without considering cognitive fatigue or diminishing returns.",Confuses French with Spanish.,Attacks people who don't study languages.,Assumes 10 hours is possible.,B,"Commits a flaw of magnitude/scale, assuming extreme application yields extreme proportional results.",Incorrect. Difficulty is not the logical error.,Correct. Identifies the failure to account for limits/diminishing returns.,Incorrect. No categorization error.,Incorrect. No attack is present.,Incorrect. Not the core logical error.,custom_gemini_generated,"flaw, magnitude"
RC_B3_001,Reading Comprehension,Main Point,3,"The traditional view of the Salem Witch Trials attributes the hysteria entirely to religious extremism and mass paranoia. However, recent historical economic analysis reveals that almost all the accusers lived in the poorer, agrarian western half of Salem, while the accused witches were uniformly wealthy merchants from the prosperous eastern half. Thus, the trials were largely a manifestation of deep-seated class warfare disguised as religious fervor.",N/A,The Salem Witch Trials were exclusively a religious event.,Wealthy merchants were immune to accusations of witchcraft.,"The Salem Witch Trials were fundamentally driven by economic inequality and class warfare, rather than purely religious paranoia.",Paranoia is a dangerous psychological condition.,Salem was a completely agrarian society.,C,The passage contrasts the traditional religious view with economic data to conclude it was actually class warfare.,Incorrect. The text rejects this traditional view.,Incorrect. The text explicitly says they were the ones accused.,Correct. Accurately synthesizes the author's main argument.,Incorrect. Out of scope.,Incorrect. The text mentions a wealthy merchant eastern half.,custom_gemini_generated,"rc, history, main_point"
RC_B3_002,Reading Comprehension,Inference,3,"In the deep ocean, the anglerfish uses a bioluminescent lure protruding from its head to attract prey in the pitch blackness. This light is not produced by the fish itself, but by colonies of symbiotic bacteria living within the lure. In exchange for producing light, the bacteria receive a constant supply of nutrients from the fish's bloodstream.",N/A,"If the anglerfish's bloodstream stopped supplying nutrients, the bioluminescent lure would likely go dark.",Anglerfish are herbivores.,The bacteria in the lure are harmful parasites that slowly kill the anglerfish.,"Bioluminescence is common in shallow, sunlit waters.",Anglerfish use their light to blind predators.,A,"Because the bacteria produce the light in exchange for nutrients, cutting off nutrients would likely kill the bacteria and stop the light.",Correct. A valid logical deduction based on the described symbiotic relationship.,Incorrect. Text implies they hunt 'prey'.,Incorrect. Text describes it as a mutually beneficial 'symbiotic' relationship.,Incorrect. Out of scope.,Incorrect. Text says they use it to 'attract prey'.,custom_gemini_generated,"rc, science, inference"
RC_B3_003,Reading Comprehension,Detail,3,"The passage of the 19th Amendment in 1920 guaranteed women the right to vote in the United States. However, this victory was largely theoretical for millions of Black women in the Jim Crow South, who were systematically disenfranchised for decades afterward by poll taxes, literacy tests, and violent intimidation.",N/A,The 19th Amendment immediately enfranchised all women universally in practice.,Black women in the South faced poll taxes and literacy tests that prevented them from voting after 1920.,The 19th Amendment was passed in 1965.,Jim Crow laws encouraged Black women to vote.,Literacy tests were applied equally to all citizens.,B,"The passage explicitly states Black women in the South were disenfranchised by poll taxes, literacy tests, and intimidation.",Incorrect. The text explicitly contradicts this.,Correct. Direct retrieval of stated facts.,Incorrect. Text says 1920.,Incorrect. Text says they systematically disenfranchised them.,Incorrect. Text implies they were used specifically for disenfranchisement.,custom_gemini_generated,"rc, history, detail"
RC_B3_004,Reading Comprehension,Tone,3,"The governor's veto of the clean water bill is an astonishing act of moral bankruptcy. By prioritizing the campaign contributions of industrial polluters over the basic health of children drinking lead-tainted tap water, he has shown himself to be a spineless corporate sycophant.",N/A,Neutral and objective.,Mildly disappointed.,Fiercely condemning and outraged.,Academic and detached.,Cautiously supportive.,C,"Words like 'astonishing act of moral bankruptcy', 'spineless', and 'corporate sycophant' indicate intense, righteous anger.",Incorrect. The language is highly biased and emotional.,Incorrect. It is much stronger than mild disappointment.,Correct. Accurately reflects the author's furious critique.,Incorrect. The tone is highly emotional.,Incorrect. The author vehemently opposes the governor.,custom_gemini_generated,"rc, politics, tone"
RC_B3_005,Reading Comprehension,Function,3,"Early astronomers believed the universe was static and eternal. [In 1929, however, Edwin Hubble observed that galaxies are moving away from Earth at speeds proportional to their distance, proving the universe is actively expanding.] This observation laid the necessary groundwork for the Big Bang Theory.",N/A,To introduce the static universe theory.,To provide the specific scientific discovery that shattered the previous paradigm and led to modern cosmology.,To argue that the universe is eternal.,To explain how telescopes work.,To summarize the Big Bang Theory.,B,The bracketed sentence details the exact observation that disproved the static theory and enabled the Big Bang theory.,Incorrect. The first sentence does this.,Correct. Accurately identifies its role as the paradigm-shifting evidence.,Incorrect. It proves the opposite.,Incorrect. Doesn't mention telescope mechanics.,"Incorrect. It provides the *groundwork* for it, not a summary of it.",custom_gemini_generated,"rc, science, function"
RC_B3_006,Reading Comprehension,Main Point,3,"The gig economy is frequently praised for offering workers unparalleled flexibility. However, this flexibility comes at the devastating cost of basic labor rights, leaving workers without health insurance, minimum wage protections, or retirement benefits. True economic innovation must not rely on the exploitation of unprotected labor.",N/A,The gig economy offers unparalleled flexibility.,Gig workers make more money than salaried employees.,"Despite its flexibility, the gig economy relies on the exploitation of unprotected labor and must be reformed to include basic rights.",Health insurance is too expensive for companies to provide.,Economic innovation is impossible.,C,"The passage acknowledges a benefit, outlines severe costs, and concludes with a normative statement about how innovation should work.",Incorrect. This is a premise/counter-argument acknowledged by the author.,Incorrect. Not supported by the text.,Correct. Captures the author's critique and core thesis.,Incorrect. Cost is not discussed as the reason.,"Incorrect. The author says 'true innovation must not rely...', implying it is possible.",custom_gemini_generated,"rc, economy, main_point"
RC_B3_007,Reading Comprehension,Strengthen,3,"Linguists argue that the structure of the Pirahã language, which lacks words for numbers and colors, fundamentally restricts its speakers from grasping complex mathematical concepts. The language does not just reflect their culture; it actively limits their cognitive boundaries.",N/A,The Pirahã people live in the Amazon rainforest.,"Adult Pirahã speakers, despite months of intensive training, consistently fail cognitive tests requiring them to match quantities greater than three, unlike speakers of number-rich languages.",Many languages borrow words from other cultures.,Mathematics is a universal language.,Color blindness is rare among the Pirahã.,B,Provides direct cognitive testing evidence that supports the hypothesis that their linguistic lack restricts their actual mathematical comprehension.,Incorrect. Geography is irrelevant.,Correct. Bolsters the cognitive restriction claim with empirical data.,Incorrect. Irrelevant to the specific limitations of Pirahã.,"Incorrect. If math is universal, it might weaken the claim that language restricts it.",Incorrect. Physiological sight is irrelevant to the linguistic concept of colors.,custom_gemini_generated,"rc, linguistics, strengthen"
RC_B3_008,Reading Comprehension,Inference,3,"The rapid urbanization of the 19th century outpaced the development of sanitation infrastructure. Cities like London became breeding grounds for cholera, leading public health officials to initially blame 'miasma' or foul air, before John Snow proved the disease was waterborne by mapping cases around a single contaminated public well.",N/A,John Snow invented the microscope.,"Before John Snow's mapping project, London officials likely tried to combat cholera by attempting to clean or freshen the city's air.",Urbanization in the 19th century was meticulously planned.,Cholera is an airborne disease.,Miasma theory is still widely accepted today.,B,"If officials blamed foul air (miasma), they logically would have directed their early public health efforts toward the air, not the water.",Incorrect. Not supported by the text.,Correct. A valid historical/logical deduction based on the miasma belief.,Incorrect. Text explicitly says it outpaced infrastructure development.,Incorrect. Text says Snow proved it was waterborne.,Incorrect. Text implies Snow disproved it.,custom_gemini_generated,"rc, history, inference"
RC_B3_009,Reading Comprehension,Detail,3,"The unique ecosystem of the Galápagos Islands is largely driven by the Humboldt Current, which brings cold, nutrient-rich water from the Antarctic up the western coast of South America. This upwelling supports massive schools of fish, which in turn sustain the islands' famous seabird populations.",N/A,The Humboldt Current brings warm water to the Galápagos.,The Humboldt Current originates in the Arctic.,"The Humboldt Current brings cold, nutrient-rich water that supports the Galápagos food web.",Seabirds in the Galápagos eat mostly terrestrial plants.,The Galápagos Islands are located in the Atlantic Ocean.,C,"The passage explicitly links the cold, nutrient-rich Humboldt Current to the sustenance of fish and seabirds.",Incorrect. Text says cold water.,Incorrect. Text says Antarctic.,Correct. Direct retrieval of stated facts.,Incorrect. Text implies they eat the massive schools of fish.,Incorrect. Humboldt current is on the western coast of South America (Pacific).,custom_gemini_generated,"rc, science, detail"
RC_B3_010,Reading Comprehension,Weaken,3,"City planners argue that building more parking garages downtown will revive local retail businesses by making it easier for suburban shoppers to drive in. However, urban economists note that 'induced demand' means new parking simply encourages more driving, ensuring the new garages will instantly fill up with commuters, leaving shoppers exactly as frustrated as before.",N/A,Parking garages are expensive to build.,Suburban shoppers prefer shopping malls.,"The city plans to charge exorbitant hourly rates for the new garages during commuter hours, but make them free on evenings and weekends when retail shopping peaks.",Local retail is dying because of online shopping.,Commuters hate driving in traffic.,C,"If pricing strategies price out commuters and favor shoppers, the 'induced demand' argument of the economists is bypassed, weakening their counter-claim.",Incorrect. Cost doesn't address the induced demand argument.,Incorrect. Validates the problem but doesn't weaken the specific garage debate.,Correct. Introduces a policy nuance that defeats the economist's commuter-fill-up premise.,"Incorrect. Provides a separate reason retail is dying, but doesn't address the specific parking dynamic.",Incorrect. Irrelevant to the induced demand outcome.,custom_gemini_generated,"rc, economy, weaken"
RC_B3_011,Reading Comprehension,Main Point,3,"The use of biometric data, such as facial recognition, by law enforcement is fraught with ethical peril. These systems are notorious for higher error rates when identifying people of color, leading to false arrests. Until these algorithms are heavily regulated and proven unbiased, their use in criminal justice must be suspended.",N/A,Biometric data is flawless technology.,Law enforcement relies solely on facial recognition.,The use of facial recognition by law enforcement must be suspended until its racial biases are eliminated and it is strictly regulated.,People of color are more likely to commit crimes.,Algorithms are easy to fix.,C,The author details a severe flaw (racial bias) and concludes with a strict policy demand (suspension).,Incorrect. The text says it is fraught with peril and has high error rates.,Incorrect. Not stated in the text.,Correct. Accurately synthesizes the problem and the author's prescriptive conclusion.,Incorrect. Offensive and completely unsupported by the text.,Incorrect. Not supported by the text.,custom_gemini_generated,"rc, technology, main_point"
RC_B3_012,Reading Comprehension,Inference,3,"The Impressionist movement was initially mocked for its 'unfinished' appearance. Traditional artists spent months layering glazes to achieve photorealistic perfection. Impressionists, seeking to capture the fleeting effects of light, often completed paintings in a single afternoon using thick, unblended strokes of paint (impasto).",N/A,"Traditional artists likely viewed the thick, unblended strokes of the Impressionists as sloppy or rushed.",Impressionists hated painting landscapes.,Glazing is a technique used to paint very quickly.,Impressionist paintings take months to complete.,The 'unfinished' appearance was caused by fading paint.,A,"Since traditionalists spent months achieving perfection and mocked Impressionists, they likely viewed the fast, thick strokes negatively.",Correct. Valid deduction based on the contrasting techniques and initial mocking.,Incorrect. Not supported by the text.,Incorrect. Text implies glazing takes months.,Incorrect. Text says they completed them in a single afternoon.,Incorrect. Text implies it was intentional technique.,custom_gemini_generated,"rc, arts, inference"
RC_B3_013,Reading Comprehension,Function,3,"Many believe that the desert is a barren wasteland devoid of life. [In reality, the Sonoran Desert boasts an incredibly high biodiversity, featuring over 2,000 species of native plants, including the iconic saguaro cactus, which provides critical habitat for numerous bird and mammal species.] It is a thriving, complex ecosystem.",N/A,To introduce the myth of the barren desert.,To provide factual evidence that directly contradicts the common misconception of the desert as lifeless.,To argue that deserts should be paved over.,To explain how cacti store water.,To conclude the passage.,B,"The bracketed text provides the specific data (biodiversity, 2000 species) that destroys the myth mentioned in the first sentence.",Incorrect. The first sentence does this.,Correct. Accurately identifies its role as counter-evidence.,Incorrect. Out of scope.,Incorrect. Doesn't mention water storage mechanics.,Incorrect. The final sentence is the conclusion.,custom_gemini_generated,"rc, science, function"
RC_B3_014,Reading Comprehension,Detail,3,"The Magna Carta, sealed by King John in 1215, was primarily a peace treaty between the unpopular king and his rebel barons. While often cited as the foundation of modern democracy, its original clauses mostly dealt with protecting the feudal privileges of the nobility, not the rights of the common peasant.",N/A,The Magna Carta established universal voting rights.,The Magna Carta was sealed by King Henry.,"The Magna Carta originally focused on protecting the feudal privileges of the nobility, rather than commoners.",The rebel barons represented the peasants.,The Magna Carta was signed in 1066.,C,The passage explicitly states its original clauses dealt with protecting the nobility's privileges.,Incorrect. Text says it did not protect common peasants.,Incorrect. Text says King John.,Correct. Direct retrieval of stated facts.,Incorrect. Text contrasts the barons/nobility with the common peasant.,Incorrect. Text says 1215.,custom_gemini_generated,"rc, history, detail"
RC_B3_015,Reading Comprehension,Tone,3,"The sheer brilliance of the new surgical technique cannot be overstated. By minimizing invasive incisions and utilizing advanced robotic precision, Dr. Chen has single-handedly revolutionized recovery times, sparing countless patients from weeks of agonizing pain. It is a monumental triumph of modern medicine.",N/A,Skeptical and questioning.,Objective and clinical.,Effusively praising and deeply admiring.,Resigned and pessimistic.,Sarcastic.,C,"Words like 'sheer brilliance', 'revolutionized', 'countless patients', and 'monumental triumph' show extreme admiration.",Incorrect. There is no skepticism.,Incorrect. The language is highly emotional and subjective.,Correct. Accurately reflects the glowing praise.,Incorrect. The tone is highly optimistic.,Incorrect. The author appears entirely genuine.,custom_gemini_generated,"rc, medicine, tone"
RC_B3_016,Reading Comprehension,Main Point,3,"The shift toward digital streaming has decimated the revenues of working musicians. While consumers enjoy infinite access for a low monthly fee, artists receive mere fractions of a penny per stream. To sustain musical creation, the industry must adopt a user-centric payment model where a listener's subscription fee goes directly to the artists they actually listen to.",N/A,Digital streaming is bad for consumers.,Musicians make millions from streaming.,"To save working musicians, the streaming industry must abandon its current model in favor of a user-centric payment system.",Vinyl records are making a comeback.,Consumers should stop listening to music.,C,The passage details the financial harm to artists and concludes with a specific proposed solution.,Incorrect. Text says consumers enjoy infinite access.,Incorrect. Text says they receive fractions of a penny.,Correct. Accurately synthesizes the problem and the proposed solution.,Incorrect. Out of scope.,"Incorrect. The author wants a new payment model, not a boycott.",custom_gemini_generated,"rc, business, main_point"
RC_B3_017,Reading Comprehension,Strengthen,3,"Paleontologists theorize that the massive sail on the back of the Spinosaurus was used primarily for thermoregulation, absorbing sunlight to warm the cold-blooded dinosaur in the morning and dissipating heat during the heat of the day.",N/A,The Spinosaurus was a carnivore.,"Microscopic bone analysis of the sail spines reveals a dense, highly vascularized network of blood vessels perfectly suited for rapid heat exchange.",The sail was brightly colored.,Other dinosaurs had horns for defense.,The Spinosaurus lived near water.,B,Finding a vascular network designed for heat exchange directly proves the physical capability required by the thermoregulation theory.,Incorrect. Diet is irrelevant to the sail's function.,Correct. Provides strong physical evidence supporting the functional theory.,"Incorrect. Bright colors might suggest display/mating, not necessarily thermoregulation.",Incorrect. Irrelevant to Spinosaurus.,Incorrect. Living near water is interesting but doesn't prove the sail was for heat.,custom_gemini_generated,"rc, science, strengthen"
RC_B3_018,Reading Comprehension,Weaken,3,"Some educators argue that standardizing the curriculum across all state schools will eliminate educational inequality, as every student, regardless of their zip code, will be taught the exact same material from the exact same textbooks.",N/A,Standardized tests are stressful for students.,"Educational inequality is largely driven by disparities in school funding, teacher quality, and out-of-school resources, none of which are addressed by simply mandating identical textbooks.",Textbooks are heavy.,Some students learn faster than others.,Curriculum standardization takes years to implement.,B,"Attacks the premise that identical material solves inequality by pointing out the actual, unaddressed root causes of that inequality.",Incorrect. Stress doesn't address the inequality argument.,Correct. Severs the link between the proposed solution (textbooks) and the goal (ending inequality).,Incorrect. Physical weight is irrelevant.,Incorrect. Innate learning speeds don't address systemic inequality.,Incorrect. Implementation time doesn't mean it won't ultimately work.,custom_gemini_generated,"rc, education, weaken"
RC_B3_019,Reading Comprehension,Inference,3,"During the Cold War, the theory of 'Mutually Assured Destruction' (MAD) dictated that neither the US nor the USSR would launch a nuclear first strike, because doing so would guarantee a devastating retaliatory strike that would obliterate the attacker. Thus, the presence of massive nuclear arsenals paradoxically maintained a tense global peace.",N/A,The US and USSR had small military budgets.,The theory of MAD relies entirely on the assumption that the leaders of both nations act as rational actors who wish to avoid their own annihilation.,Nuclear weapons were frequently used during the Cold War.,The USSR lacked nuclear capabilities.,MAD encouraged nations to disarm completely.,B,"MAD only works if both sides fear their own destruction; if one side is a suicidal zealot, the deterrent fails, so rationality is a necessary underlying assumption.",Incorrect. Out of scope.,Correct. Logical deduction of the psychological assumption required for the theory to hold.,Incorrect. Text implies they weren't used ('prevented a first strike').,Incorrect. Text mentions 'neither... would launch'.,"Incorrect. Text says 'massive nuclear arsenals... maintained... peace', implying they kept the weapons.",custom_gemini_generated,"rc, history, inference"
RC_B3_020,Reading Comprehension,Function,3,"The placebo effect demonstrates the power of the mind in physical healing. [However, the nocebo effect is equally powerful and far more dangerous; patients who are warned about a drug's potential severe side effects are statistically much more likely to experience those exact side effects, even if they are given an inert sugar pill.] The mind can cure, but it can also curse.",N/A,To introduce the placebo effect.,To provide a contrasting phenomenon that highlights the negative potential of psychosomatic responses.,To argue that doctors should lie to patients.,To explain the chemical composition of sugar pills.,To conclude the passage.,B,"The bracketed sentence pivots from the positive (placebo) to introduce the negative equivalent (nocebo), building to the final 'cure/curse' conclusion.",Incorrect. The first sentence does this.,Correct. Accurately identifies its role as presenting the negative counterpart.,"Incorrect. Not explicitly argued, though it raises ethical questions.",Incorrect. Doesn't mention chemistry.,Incorrect. The final sentence is the conclusion.,custom_gemini_generated,"rc, science, function"
RC_B3_021,Reading Comprehension,Main Point,4,"Proponents of strict intellectual property (IP) laws argue they are essential to incentivize innovation. However, in the software industry, overly broad software patents are frequently weaponized by 'patent trolls'—shell companies that produce nothing but sue legitimate developers for exorbitant settlements. Consequently, the current software patent system actually stifles the very innovation it was designed to protect.",N/A,Intellectual property laws are always perfectly effective.,Patent trolls are highly innovative companies.,"Because patent trolls weaponize broad patents to sue developers, the current software patent system stifles innovation rather than incentivizing it.",Software developers make too much money.,The software industry should be completely unregulated.,C,"The passage introduces a theory, shows how it fails in a specific industry via abuse, and concludes it works backward.",Incorrect. The text argues the opposite in this case.,Incorrect. The text says they produce nothing.,Correct. Accurately synthesizes the author's argument and final conclusion.,Incorrect. Out of scope.,"Incorrect. The author targets the *current* patent system, not all regulation.",custom_gemini_generated,"rc, technology, main_point"
RC_B3_022,Reading Comprehension,Inference,4,"The philosophical theory of utilitarianism dictates that an action is morally right if it maximizes overall happiness for the greatest number of people. While elegant in theory, critics point out that pure utilitarianism could be used to justify horrific acts, such as sacrificing one innocent healthy person to harvest their organs to save five dying patients.",N/A,Utilitarianism strictly prioritizes individual rights over the collective good.,"Under a strict utilitarian framework, the moral value of an action is determined entirely by its consequences, regardless of the inherent nature of the act itself.",Critics of utilitarianism believe happiness is unimportant.,Organ harvesting is widely accepted in modern medicine.,Utilitarianism was invented in the 20th century.,B,"If sacrificing one to save five is logically justified under the theory, the theory must only care about the final math/outcome (consequences), not the inherent evil of murder.",Incorrect. It prioritizes the collective (greatest number).,Correct. Valid deduction based on the extreme example provided.,"Incorrect. Critics argue it shouldn't be the *only* metric, not that it's unimportant.",Incorrect. Out of scope and factually untrue in this context.,Incorrect. Out of scope.,custom_gemini_generated,"rc, philosophy, inference"
RC_B3_023,Reading Comprehension,Function,4,"The decline of the Roman Empire is often attributed to external barbarian invasions. [However, many historians now emphasize internal rot: chronic political instability, massive currency debasement, and a reliance on mercenary armies hollowed out the state long before the Visigoths sacked Rome.] The invasions were merely the final blow to a decaying structure.",N/A,To describe the tactics of the Visigoths.,To provide an alternative historical interpretation that shifts the blame from external to internal factors.,To defend the Roman Emperors.,To explain the economics of currency debasement.,To prove that Rome never truly fell.,B,The bracketed text introduces a counter-theory (internal rot) to the traditional theory (external invasion).,"Incorrect. Visigoths are mentioned, but their tactics aren't.",Correct. Accurately describes the sentence's role as a counter-narrative.,"Incorrect. It criticizes the internal state, not defends it.",Incorrect. It mentions debasement but doesn't explain the economics.,Incorrect. The text acknowledges it decayed and was sacked.,custom_gemini_generated,"rc, history, function"
RC_B3_024,Reading Comprehension,Weaken,4,"Sociologists suggest that the rise of remote work will revitalize rural towns. Unshackled from urban office commutes, high-earning tech workers will move to the countryside for cheaper housing, injecting massive amounts of capital into local rural economies.",N/A,Rural towns often have more green space than cities.,"When high-earning remote workers move to rural towns, they severely inflate the local housing market, pricing out existing working-class residents and destroying the established community fabric.",Tech workers rely heavily on high-speed internet.,Remote work reduces traffic congestion.,Many people enjoy the hustle of the city.,B,"Attacks the 'revitalize' conclusion by showing the capital injection actually causes a destructive gentrification crisis, harming the town.",Incorrect. Supports the migration premise.,Correct. Introduces a severe negative consequence that undercuts the 'revitalization' claim.,"Incorrect. A logistical hurdle, but doesn't weaken the economic theory if we assume they do move.",Incorrect. Irrelevant to rural economies.,"Incorrect. Some won't move, but the argument is about those who do.",custom_gemini_generated,"rc, sociology, weaken"
RC_B3_025,Reading Comprehension,Strengthen,4,"Biologists theorize that the zebra's stripes evolved not for camouflage in the tall grass, but to deter biting tsetse flies, which carry deadly diseases. The flies' visual systems are seemingly confused by high-contrast, polarized patterns.",N/A,Zebras run very fast to escape lions.,"In controlled field experiments, horses fitted with black-and-white striped coats suffered 80% fewer fly bites than horses wearing solid-colored coats.",Tsetse flies are found in Africa.,Zebras live in large herds.,Lions are colorblind.,B,Provides direct experimental verification that stripes effectively achieve the specific outcome (deterring flies) proposed by the theory.,Incorrect. Irrelevant to the fly theory.,Correct. Offers strong empirical evidence confirming the mechanism.,Incorrect. Geographic alignment is true but weak evidence.,Incorrect. Herd dynamics are irrelevant to the stripe function.,"Incorrect. Suggests lions might not care about stripes, but doesn't prove flies *do*.",custom_gemini_generated,"rc, science, strengthen"
RC_B3_026,Reading Comprehension,Detail,4,The New Deal's Glass-Steagall Act of 1933 fundamentally stabilized the American banking system by creating a firewall between commercial banking and investment banking. It prevented banks that accepted federally insured consumer deposits from engaging in high-risk Wall Street speculation with those funds.,N/A,The Glass-Steagall Act encouraged banks to speculate with consumer funds.,The Act merged commercial and investment banking into single entities.,The Glass-Steagall Act separated commercial banking from high-risk investment banking to protect consumer deposits.,The Act was passed in 1999.,The Act focused primarily on agricultural subsidies.,C,The passage explicitly states it created a firewall between commercial and investment banking to prevent high-risk speculation with deposits.,Incorrect. It prevented this.,Incorrect. It separated them.,Correct. Direct retrieval of the law's stated purpose and mechanism.,Incorrect. Text says 1933.,Incorrect. Text says banking.,custom_gemini_generated,"rc, history, detail"
RC_B3_027,Reading Comprehension,Tone,4,The committee's recommendation to privatize the municipal water supply is a breathtakingly reckless gamble with public health. To surrender control of a life-sustaining resource to a profit-driven corporation is to invite exorbitant rate hikes and inevitable corner-cutting on water quality.,N/A,Objective and fact-driven.,Fiercely critical and alarmed.,Cautiously optimistic.,Academic and detached.,Enthusiastically supportive.,B,"Words like 'breathtakingly reckless gamble', 'surrender', and 'inevitable corner-cutting' indicate intense alarm and harsh criticism.",Incorrect. Highly biased language.,Correct. Accurately reflects the author's panic and anger.,Incorrect. The author is deeply pessimistic.,Incorrect. Highly emotional.,Incorrect. The author violently opposes the recommendation.,custom_gemini_generated,"rc, politics, tone"
EXP_B3_001,Experimental,Strengthen,4,N/A,"Mayor: To revive our struggling downtown, we must offer massive tax breaks to large tech companies to relocate their headquarters here. Their presence will spur massive job growth and secondary economic booms.",Tech companies prefer cities with mild weather.,A neighboring city that offered identical tax breaks to a tech giant saw a 40% increase in local service-industry jobs and a revitalization of their downtown retail sector within three years.,Tax breaks reduce city revenue in the short term.,Many downtown buildings are currently empty.,Tech workers demand high salaries.,B,Provides a parallel historical example where the exact proposed policy achieved the exact predicted results.,Incorrect. Weather is irrelevant to the economic policy's efficacy.,Correct. Empirical evidence from a comparable case strongly supports the mayor's claim.,Incorrect. Short term revenue loss weakens the immediate financial picture.,"Incorrect. Establishes the problem, not that the solution will work.","Incorrect. High salaries might help the secondary boom, but B is a direct historical proof.",custom_gemini_generated,"strengthen, policy"
